,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
443,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:12.838716.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,78.75,A,0.105,0.0471744,-11749,444.22562,14538,503.53867
917,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:13.012340.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,78.75,A,0.105,0.0471744,-11863.5,435.98773,14135,489.32123
528,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:05.142556.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,78.75,A,0.105,0.0471744,-4788,203.1751,5888,232.02187
292,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:37.291661.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,78.75,A,0.105,0.0962496,[-14853.5 -27150.  -12187.   -3426.5],[585.51541158 924.67827172 462.38866568 123.39543402],[16267.  29895.5 13813.5  3824. ],[580.92069527 842.24532685 387.35300051 130.9907036 ]
285,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:42.222351.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,78.75,B,0.105,0.0471744,24978,893.9103,30666,1019.09436
109,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:11.156965.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,78.75,B,0.105,0.0471744,719.5,100.22663,1731,78.69635
1077,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:12.128712.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,78.75,B,0.105,0.0471744,2963,199.32822,7264,236.83797
540,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:12.838716.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,78.75,B,0.105,0.0471744,10261,405.792,14066,489.46555
706,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:13.012340.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,78.75,B,0.105,0.0471744,10183,404.06363,13743,480.27576
1071,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:05.142556.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,78.75,B,0.105,0.0471744,3977,188.55339,5724.5,226.14973
577,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:37.291661.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,78.75,B,0.105,0.0962496,[14066.  23378.5 10325.   2450. ],[553.9427052  541.54589795 270.42353187 120.88218974],[17642.  28254.  13070.5  3430. ],[618.52831647 587.84185065 288.93757983 100.70597163]
330,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:45.529690.cam1.A_collapsed_diff.fits,95,Open,IPOL,78.75,A,0.105,0.0471744,-15298,823.6853,32322,1055.592
677,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:15.103859.cam1.A_collapsed_diff.fits,95,625-50,IPOL,78.75,A,0.105,0.0471744,-281,78.51437,1771,78.4127
802,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:07.772101.cam1.A_collapsed_diff.fits,95,675-50,IPOL,78.75,A,0.105,0.0471744,-3012,190.70552,7455,238.77179
1005,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:16.146093.cam1.A_collapsed_diff.fits,95,725-50,IPOL,78.75,A,0.105,0.0471744,-8193,416.01974,14188,490.72815
51,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:08.560859.cam1.A_collapsed_diff.fits,95,750-50,IPOL,78.75,A,0.105,0.0471744,-8464,409.24716,14069,483.7462
15,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:08.326386.cam1.A_collapsed_diff.fits,95,775-50,IPOL,78.75,A,0.105,0.0471744,-2817,191.28949,6262,232.60776
597,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:55.656041.cam1.A_collapsed_diff.fits,95,Open,IPOL_MBI,78.75,A,0.105,0.0962496,[ -4613.5 -13136.5  -7990.5  -3281.5],[372.71591413 727.87237603 484.63038653 154.4019029 ],[18156. 28995. 13357.  3808.],[602.69269908 724.91798887 351.54349181 133.29549613]
70,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:45.529690.cam1.B_collapsed_diff.fits,95,Open,IPOL,78.75,B,0.105,0.0471744,11579,709.32983,31691,1021.1946
1066,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:15.103859.cam1.B_collapsed_diff.fits,95,625-50,IPOL,78.75,B,0.105,0.0471744,410,100.45231,1754,77.520096
1107,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:07.772101.cam1.B_collapsed_diff.fits,95,675-50,IPOL,78.75,B,0.105,0.0471744,2224,241.67714,7248,260.14764
943,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:16.146093.cam1.B_collapsed_diff.fits,95,725-50,IPOL,78.75,B,0.105,0.0471744,6557,392.41846,13818,474.93182
1037,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:08.560859.cam1.B_collapsed_diff.fits,95,750-50,IPOL,78.75,B,0.105,0.0471744,5367,347.8697,13719,465.7385
933,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:08.326386.cam1.B_collapsed_diff.fits,95,775-50,IPOL,78.75,B,0.105,0.0471744,1377,193.17142,5939,220.263
172,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:55.656041.cam1.B_collapsed_diff.fits,95,Open,IPOL_MBI,78.75,B,0.105,0.0962496,[ 3515.  10225.5  7183.5  2606. ],[350.96933962 575.56971805 279.72096868 109.90822897],[18752.  28645.  13153.5  3478.5],[631.76321386 642.85735488 309.36516349 107.62331806]
139,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:27.480383.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,78.75,A,0.105,0.0471744,7235,393.67035,33191,1037.0968
579,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:57.703042.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,78.75,A,0.105,0.0471744,166,65.35186,1772.5,76.26023
280,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:25.535894.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,78.75,A,0.105,0.0471744,132,139.84654,7325,257.427
852,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:58.382308.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,78.75,A,0.105,0.0471744,1496.5,335.13385,13868,461.96298
1012,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:26.419484.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,78.75,A,0.105,0.0471744,1546,310.6119,14422,476.09708
486,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:51.115337.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,78.75,A,0.105,0.0471744,1780,134.54276,7078,258.10095
126,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:46.931875.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,78.75,A,0.105,0.0962496,[11064.   8716.  -1027.5 -2735.5],[371.97199943 401.56016796 439.4878791  163.45184572],[21704.5 28232.5 13029.5  3761. ],[676.94617141 568.46223783 292.80907096 119.31762545]
693,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:27.480383.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,78.75,B,0.105,0.0471744,-10910,344.63962,33325,1036.3066
301,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:57.703042.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,78.75,B,0.105,0.0471744,-44,65.09033,1779,76.551155
150,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:25.535894.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,78.75,B,0.105,0.0471744,-1365,305.0059,7370,258.0608
386,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:58.382308.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,78.75,B,0.105,0.0471744,-3581,242.6508,13884,458.87772
74,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:26.419484.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,78.75,B,0.105,0.0471744,-5548,219.38167,14437,471.31796
578,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:51.115337.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,78.75,B,0.105,0.0471744,-3760,153.06499,7341,255.34604
818,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:46.931875.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,78.75,B,0.105,0.0962496,[-12738.  -11444.5    490.    2150.5],[335.30443118 365.06148879 204.59361616  99.63677765],[21012.  29204.  13449.   3540.5],[684.04085851 710.39097724 315.53125067 100.37003514]
861,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:30.787764.cam1.A_collapsed_diff.fits,120,Open,IPOL,78.75,A,0.105,0.0471744,20788,607.5472,34199,1057.8956
603,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:01.934727.cam1.A_collapsed_diff.fits,120,625-50,IPOL,78.75,A,0.105,0.0471744,439,100.229,1785,75.111916
1044,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:20.779042.cam1.A_collapsed_diff.fits,120,675-50,IPOL,78.75,A,0.105,0.0471744,3657,155.39192,7521,244.80008
125,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:02.548234.cam1.A_collapsed_diff.fits,120,725-50,IPOL,78.75,A,0.105,0.0471744,9912,322.31635,13982,422.56168
257,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:21.491783.cam1.A_collapsed_diff.fits,120,750-50,IPOL,78.75,A,0.105,0.0471744,10444,333.3397,14939,471.86285
1051,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:54.413879.cam1.A_collapsed_diff.fits,120,775-50,IPOL,78.75,A,0.105,0.0471744,5767,213.20468,8318,293.4603
593,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:05.885583.cam1.A_collapsed_diff.fits,120,Open,IPOL_MBI,78.75,A,0.105,0.0962496,[20180.5 21546.   3157.5 -2379.5],[663.5752336  443.13739543 430.11685412 168.51948025],[24249.5 28139.  13001.   3767.5],[748.62830146 565.71502288 302.96154597 132.74376138]
937,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:30.787764.cam1.B_collapsed_diff.fits,120,Open,IPOL,78.75,B,0.105,0.0471744,-25072,718.40704,34986,1086.7994
220,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:01.934727.cam1.B_collapsed_diff.fits,120,625-50,IPOL,78.75,B,0.105,0.0471744,-310,84.79457,1807,75.84271
1113,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:20.779042.cam1.B_collapsed_diff.fits,120,675-50,IPOL,78.75,B,0.105,0.0471744,-4875,211.69955,7799,260.13733
638,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:02.548234.cam1.B_collapsed_diff.fits,120,725-50,IPOL,78.75,B,0.105,0.0471744,-12321.25,354.0619,14490,461.99893
214,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:21.491783.cam1.B_collapsed_diff.fits,120,750-50,IPOL,78.75,B,0.105,0.0471744,-13975,427.23853,15614,500.9104
746,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:54.413879.cam1.B_collapsed_diff.fits,120,775-50,IPOL,78.75,B,0.105,0.0471744,-7854,281.50458,8538,301.74258
742,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:05.885583.cam1.B_collapsed_diff.fits,120,Open,IPOL_MBI,78.75,B,0.105,0.0962496,[-22304.  -24998.5  -4326.    1624.5],[717.35035416 544.59156393 249.90505839 127.52436054],[22995.5 29911.  13711.   3604.5],[779.32669807 796.88396619 351.88319339 120.63682658]
730,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:37.748210.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,78.75,A,0.105,0.0471744,15588,623.3408,34414,1050.9017
920,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:09.368066.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,78.75,A,0.105,0.0471744,256,75.07388,1814,74.3727
315,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:13.338975.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,78.75,A,0.105,0.0471744,5070,186.92847,7632,245.9124
493,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:09.984943.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,78.75,A,0.105,0.0471744,11069,382.91235,14207,448.7396
142,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:14.149899.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,78.75,A,0.105,0.0471744,11788,426.0801,15445,493.94983
781,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:01.853942.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,78.75,A,0.105,0.0471744,6327,266.65054,8618,312.13135
419,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:14.206872.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,78.75,A,0.105,0.0962496,[16934. 16500.  1171. -2522.],[566.35361114 515.14369015 380.40212559 123.02864716],[23688.5 28585.  13320.   3858.5],[757.21844448 549.84893584 287.21859664 113.38975869]
940,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:37.748210.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,78.75,B,0.105,0.0471744,-20787,799.7379,35068,1090.563
614,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:09.368066.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,78.75,B,0.105,0.0471744,-118,64.08516,1827,74.700424
288,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:13.338975.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,78.75,B,0.105,0.0471744,-5876.5,205.28513,7983,260.78735
128,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:09.984943.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,78.75,B,0.105,0.0471744,-13609,445.95807,14829,467.70554
435,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:14.149899.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,78.75,B,0.105,0.0471744,-14315,510.94464,15986,517.12396
619,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:01.853942.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,78.75,B,0.105,0.0471744,-7744,321.01523,8842,325.34494
20,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:14.206872.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,78.75,B,0.105,0.0962496,[-18962.5 -21145.5  -3505.5   1453. ],[728.23007807 791.30876963 380.03672969 139.38220192],[22823. 30021. 13768.  3651.],[775.11449854 760.6669504  313.02447926  99.99231511]
286,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:03.703984.cam1.A_collapsed_diff.fits,70,Open,IPOL,90,A,0.105,0.0471744,-10643,448.94055,32038,1120.3103
993,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:32.910463.cam1.A_collapsed_diff.fits,70,625-50,IPOL,90,A,0.105,0.0471744,-1264,69.95671,1769,355.1518
179,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:50.456373.cam1.A_collapsed_diff.fits,70,675-50,IPOL,90,A,0.105,0.0471744,-400,138.79749,7222,273.32742
915,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:34.605952.cam1.A_collapsed_diff.fits,70,725-50,IPOL,90,A,0.105,0.0471744,-612.5,269.90805,13715,492.65747
162,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:51.245098.cam1.A_collapsed_diff.fits,70,750-50,IPOL,90,A,0.105,0.0471744,1226,343.0754,14257,518.50415
1041,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:27.022847.cam1.A_collapsed_diff.fits,70,775-50,IPOL,90,A,0.105,0.0471744,1502,270.41055,7154.5,301.79483
320,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:51.240747.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,90,A,0.105,0.0962496,[ -1841.  -10537.   -6423.   -1553.5],[197.762048   509.26853567 176.91965429 114.54718886],[18793.  28385.  13343.   3755.5],[696.61917984 762.56860191 376.59206893 122.83445439]
498,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:03.703984.cam1.B_collapsed_diff.fits,70,Open,IPOL,90,B,0.105,0.0471744,3362,444.41953,31753,1114.9746
866,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:32.910463.cam1.B_collapsed_diff.fits,70,625-50,IPOL,90,B,0.105,0.0471744,1080,66.51692,1709,80.169846
847,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:50.456373.cam1.B_collapsed_diff.fits,70,675-50,IPOL,90,B,0.105,0.0471744,-287,174.28189,7229,278.32257
985,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:34.605952.cam1.B_collapsed_diff.fits,70,725-50,IPOL,90,B,0.105,0.0471744,-2193,457.87735,13828,502.42062
481,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:51.245098.cam1.B_collapsed_diff.fits,70,750-50,IPOL,90,B,0.105,0.0471744,-2490,282.14026,14417,534.0197
553,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:27.022847.cam1.B_collapsed_diff.fits,70,775-50,IPOL,90,B,0.105,0.0471744,-2017,181.78404,7209.75,309.8432
238,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:51.240747.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,90,B,0.105,0.0962496,[ 174.5 3411.  2288.   358.5],[331.91967553 833.86376138 425.58231549 145.40268506],[19119.  27849.5 12799.   3753.5],[712.56724286 660.7402258  309.73469608 105.24886514]
1117,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:23.571797.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,90,A,0.105,0.0471744,-14124,800.41113,32192,1019.6179
63,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:53.319289.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,90,A,0.105,0.0471744,-857,64.284355,1782,77.56502
564,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:29.444443.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,90,A,0.105,0.0471744,-4680,212.56996,7613,263.20032
776,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:53.901676.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,90,A,0.105,0.0471744,-8501,417.16116,14089.5,475.12265
1043,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:30.233191.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,90,A,0.105,0.0471744,-8136,394.11127,14003,469.8234
1057,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:46.636674.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,90,A,0.105,0.0471744,-2554,184.69948,6294,228.72624
81,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:42.094307.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,90,A,0.105,0.0962496,[ -3336.  -12105.5  -8230.   -3005.5],[331.00974954 664.16317231 431.26150023 140.77539456],[18307.  28734.5 13283.5  3816. ],[587.15292281 683.72419445 328.39175087 122.16668699]
121,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:23.571797.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,90,B,0.105,0.0471744,10211,691.9043,31582,986.9781
898,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:53.319289.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,90,B,0.105,0.0471744,841,75.618,1736.5,75.73056
665,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:29.444443.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,90,B,0.105,0.0471744,3582.5,228.88463,7346,247.19157
892,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:53.901676.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,90,B,0.105,0.0471744,6598,387.05148,13695,460.00525
834,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:30.233191.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,90,B,0.105,0.0471744,4776,330.86276,13656,451.32346
902,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:46.636674.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,90,B,0.105,0.0471744,1022,229.6332,5975,219.92606
399,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:42.094307.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,90,B,0.105,0.0962496,[2076.5 8688.  7516.5 2655. ],[301.63564938 554.94221799 315.8438605  102.18794638],[18786.  28461.5 13096.   3506.5],[611.59212693 612.7322797  290.66520909  99.82146048]
855,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:07.613539.cam1.A_collapsed_diff.fits,70,Open,IPOL,101.25,A,0.105,0.0471744,10498,720.33014,33104,1159.9985
670,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:36.725853.cam1.A_collapsed_diff.fits,70,625-50,IPOL,101.25,A,0.105,0.0471744,-1306,73.42167,1784,358.4299
681,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:46.070628.cam1.A_collapsed_diff.fits,70,675-50,IPOL,101.25,A,0.105,0.0471744,-87,131.87946,7251,275.34464
563,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:38.515453.cam1.A_collapsed_diff.fits,70,725-50,IPOL,101.25,A,0.105,0.0471744,5841,361.9987,13625,491.70792
137,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:46.859354.cam1.A_collapsed_diff.fits,70,750-50,IPOL,101.25,A,0.105,0.0471744,8586,432.01428,14773,537.58997
497,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:30.930592.cam1.A_collapsed_diff.fits,70,775-50,IPOL,101.25,A,0.105,0.0471744,5204.5,269.83582,8319,329.45773
297,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:56.464509.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,101.25,A,0.105,0.0962496,[12138.   8368.    971.    203.5],[485.44363944 398.81623798 255.60850835 116.26629112],[22115.5 28011.  13209.   3897. ],[777.00317794 666.92349401 340.45617577 105.40081013]
367,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:07.613539.cam1.B_collapsed_diff.fits,70,Open,IPOL,101.25,B,0.105,0.0471744,-18545,995.8066,33693,1194.5801
1070,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:36.725853.cam1.B_collapsed_diff.fits,70,625-50,IPOL,101.25,B,0.105,0.0471744,838,64.97955,1723,80.3902
318,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:46.070628.cam1.B_collapsed_diff.fits,70,675-50,IPOL,101.25,B,0.105,0.0471744,-1459,337.7111,7300,280.51028
1088,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:38.515453.cam1.B_collapsed_diff.fits,70,725-50,IPOL,101.25,B,0.105,0.0471744,-9543,480.7083,14070,502.9554
913,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:46.859354.cam1.B_collapsed_diff.fits,70,750-50,IPOL,101.25,B,0.105,0.0471744,-11006,519.4497,15322,539.32776
883,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:30.930592.cam1.B_collapsed_diff.fits,70,775-50,IPOL,101.25,B,0.105,0.0471744,-6380.5,302.2793,8495,342.2367
1055,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:56.464509.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,101.25,B,0.105,0.0962496,[-14412.5 -16329.5  -5115.   -1082.5],[ 703.34726084 1083.54072306  426.16394423  126.79515804],[21290.  28664.5 13254.   3721. ],[800.67913112 798.57727866 354.50697449 118.72557789]
585,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:19.758111.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,101.25,A,0.105,0.0471744,-27472,995.87836,32006,1012.4804
76,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:49.411559.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,101.25,A,0.105,0.0471744,-1474,75.73786,1789,360.6859
747,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:33.830176.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,101.25,A,0.105,0.0471744,-7134.5,251.84428,7719,266.2746
296,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:50.087989.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,101.25,A,0.105,0.0471744,-13860,485.9387,14594,485.17947
543,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:34.142704.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,101.25,A,0.105,0.0471744,-12889,456.55682,14164,471.0925
87,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:42.824702.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,101.25,A,0.105,0.0471744,-4920.5,210.99742,5910,223.6042
166,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:37.257528.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,101.25,A,0.105,0.0962496,[-13960.  -26796.5 -11164.5  -1714.5],[549.37701707 789.36024484 336.71922736 106.32228472],[16436.   29917.25 13819.    3770.5 ],[563.80894753 803.39908852 352.55990796 115.38846088]
1110,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:19.758111.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,101.25,B,0.105,0.0471744,22269,838.5462,30709,968.0539
1061,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:49.411559.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,101.25,B,0.105,0.0471744,1194,70.83682,1713,75.46935
